Time (s)    Heave_Spectrum (m)    Heave_Eta (m)    Difference (m)
    24.405         -1.71690057       -1.71690057        0.0000e+00
    24.420         -1.71314172       -1.71314172        0.0000e+00
    24.435         -1.70949217       -1.70949217        0.0000e+00
    24.450         -1.70595433       -1.70595433        0.0000e+00
    24.465         -1.70253053       -1.70253053        0.0000e+00
    24.480         -1.69922309       -1.69922309        0.0000e+00
    24.495         -1.69603425       -1.69603425        0.0000e+00
    24.510         -1.69296624       -1.69296624        0.0000e+00
    24.525         -1.69002121       -1.69002121        0.0000e+00
    24.540         -1.68720128       -1.68720128        0.0000e+00
    24.555         -1.68450849       -1.68450849        0.0000e+00
    24.570         -1.68194485       -1.68194485        0.0000e+00
    24.585         -1.67951232       -1.67951232        0.0000e+00
    24.600         -1.67721278       -1.67721278        0.0000e+00
    24.615         -1.67504808       -1.67504808        0.0000e+00
    24.630         -1.67302000       -1.67302000        0.0000e+00
    24.645         -1.67113025       -1.67113025        0.0000e+00
    24.660         -1.66938051       -1.66938051        0.0000e+00
    24.675         -1.66777237       -1.66777237        0.0000e+00
    24.690         -1.66630737       -1.66630737        0.0000e+00
    24.705         -1.66498699       -1.66498699        0.0000e+00
    24.720         -1.66381265       -1.66381265        0.0000e+00
    24.735         -1.66278570       -1.66278570        0.0000e+00
    24.750         -1.66190742       -1.66190742        0.0000e+00
    24.765         -1.66117902       -1.66117902        0.0000e+00
    24.780         -1.66060167       -1.66060167        0.0000e+00
    24.795         -1.66017645       -1.66017645        0.0000e+00
    24.810         -1.65990437       -1.65990437        0.0000e+00
    24.825         -1.65978639       -1.65978639        0.0000e+00
    24.840         -1.65982338       -1.65982338        0.0000e+00
    24.855         -1.66001616       -1.66001616        0.0000e+00
    24.870         -1.66036545       -1.66036545        0.0000e+00
    24.885         -1.66087193       -1.66087193        0.0000e+00
    24.900         -1.66153620       -1.66153620        0.0000e+00
    24.915         -1.66235877       -1.66235877        0.0000e+00
    24.930         -1.66334010       -1.66334010        0.0000e+00
    24.945         -1.66448057       -1.66448057        0.0000e+00
    24.960         -1.66578048       -1.66578048        0.0000e+00
    24.975         -1.66724007       -1.66724007        0.0000e+00
    24.990         -1.66885949       -1.66885949        0.0000e+00
    25.005         -1.67063883       -1.67063883        0.0000e+00
    25.020         -1.67257809       -1.67257809        0.0000e+00
    25.035         -1.67467721       -1.67467721        0.0000e+00
    25.050         -1.67693606       -1.67693606        0.0000e+00
    25.065         -1.67935441       -1.67935441        0.0000e+00
    25.080         -1.68193199       -1.68193199        0.0000e+00
    25.095         -1.68466842       -1.68466842        0.0000e+00
    25.110         -1.68756326       -1.68756326        0.0000e+00
    25.125         -1.69061602       -1.69061602        0.0000e+00
    25.140         -1.69382609       -1.69382609        0.0000e+00
    25.155         -1.69719281       -1.69719281        0.0000e+00
    25.170         -1.70071546       -1.70071546        0.0000e+00
    25.185         -1.70439322       -1.70439322        0.0000e+00
    25.200         -1.70822521       -1.70822521        0.0000e+00
    25.215         -1.71221046       -1.71221046        0.0000e+00
    25.230         -1.71634795       -1.71634795        0.0000e+00
    25.245         -1.72063659       -1.72063659        0.0000e+00
    25.260         -1.72507518       -1.72507518        0.0000e+00
    25.275         -1.72966248       -1.72966248        0.0000e+00
    25.290         -1.73439718       -1.73439718        0.0000e+00
    25.305         -1.73927789       -1.73927789        0.0000e+00
    25.320         -1.74430314       -1.74430314        0.0000e+00
    25.335         -1.74947140       -1.74947140        0.0000e+00
    25.350         -1.75478108       -1.75478108        0.0000e+00
    25.365         -1.76023051       -1.76023051        0.0000e+00
    25.380         -1.76581795       -1.76581795        0.0000e+00
    25.395         -1.77154160       -1.77154160        0.0000e+00
    25.410         -1.77739960       -1.77739960        0.0000e+00
    25.425         -1.78339000       -1.78339000        0.0000e+00
    25.440         -1.78951081       -1.78951081        0.0000e+00
    25.455         -1.79575996       -1.79575996        0.0000e+00
    25.470         -1.80213533       -1.80213533        0.0000e+00
    25.485         -1.80863474       -1.80863474        0.0000e+00
    25.500         -1.81525593       -1.81525593        0.0000e+00
    25.515         -1.82199660       -1.82199660        0.0000e+00
    25.530         -1.82885438       -1.82885438        0.0000e+00
    25.545         -1.83582684       -1.83582684        0.0000e+00
    25.560         -1.84291151       -1.84291151        0.0000e+00
    25.575         -1.85010584       -1.85010584        0.0000e+00
    25.590         -1.85740726       -1.85740726        0.0000e+00
    25.605         -1.86481310       -1.86481310        0.0000e+00
    25.620         -1.87232067       -1.87232067        0.0000e+00
    25.635         -1.87992724       -1.87992724        0.0000e+00
    25.650         -1.88763000       -1.88763000        0.0000e+00
    25.665         -1.89542611       -1.89542611        0.0000e+00
    25.680         -1.90331267       -1.90331267        0.0000e+00
    25.695         -1.91128676       -1.91128676        0.0000e+00
    25.710         -1.91934538       -1.91934538        0.0000e+00
    25.725         -1.92748553       -1.92748553        0.0000e+00
    25.740         -1.93570413       -1.93570413        0.0000e+00
    25.755         -1.94399808       -1.94399808        0.0000e+00
    25.770         -1.95236424       -1.95236424        0.0000e+00
    25.785         -1.96079944       -1.96079944        0.0000e+00
    25.800         -1.96930045       -1.96930045        0.0000e+00
    25.815         -1.97786403       -1.97786403        0.0000e+00
    25.830         -1.98648690       -1.98648690        0.0000e+00
    25.845         -1.99516576       -1.99516576        0.0000e+00
    25.860         -2.00389726       -2.00389726        0.0000e+00
    25.875         -2.01267804       -2.01267804        0.0000e+00
    25.890         -2.02150471       -2.02150471        0.0000e+00
    25.905         -2.03037384       -2.03037384        0.0000e+00
    25.920         -2.03928202       -2.03928202        0.0000e+00
    25.935         -2.04822576       -2.04822576        0.0000e+00
    25.950         -2.05720160       -2.05720160        0.0000e+00
    25.965         -2.06620604       -2.06620604        0.0000e+00
    25.980         -2.07523557       -2.07523557        0.0000e+00
    25.995         -2.08428667       -2.08428667        0.0000e+00
    26.010         -2.09335579       -2.09335579        0.0000e+00
    26.025         -2.10243939       -2.10243939        0.0000e+00
    26.040         -2.11153391       -2.11153391        0.0000e+00
    26.055         -2.12063578       -2.12063578        0.0000e+00
    26.070         -2.12974144       -2.12974144        0.0000e+00
    26.085         -2.13884731       -2.13884731        0.0000e+00
    26.100         -2.14794981       -2.14794981        0.0000e+00
    26.115         -2.15704536       -2.15704536        0.0000e+00
    26.130         -2.16613040       -2.16613040        0.0000e+00
    26.145         -2.17520133       -2.17520133        0.0000e+00
    26.160         -2.18425461       -2.18425461        0.0000e+00
    26.175         -2.19328666       -2.19328666        0.0000e+00
    26.190         -2.20229392       -2.20229392        0.0000e+00
    26.205         -2.21127285       -2.21127285        0.0000e+00
    26.220         -2.22021993       -2.22021993        0.0000e+00
    26.235         -2.22913162       -2.22913162        0.0000e+00
    26.250         -2.23800441       -2.23800441        0.0000e+00
    26.265         -2.24683482       -2.24683482        0.0000e+00
    26.280         -2.25561938       -2.25561938        0.0000e+00
    26.295         -2.26435463       -2.26435463        0.0000e+00
    26.310         -2.27303713       -2.27303713        0.0000e+00
    26.325         -2.28166347       -2.28166347        0.0000e+00
    26.340         -2.29023028       -2.29023028        0.0000e+00
    26.355         -2.29873418       -2.29873418        0.0000e+00
    26.370         -2.30717184       -2.30717184        0.0000e+00
    26.385         -2.31553996       -2.31553996        0.0000e+00
    26.400         -2.32383526       -2.32383526        0.0000e+00
    26.415         -2.33205450       -2.33205450        0.0000e+00
